PROTEIN_U,PROTEIN_V,PUBMED
YER103W,YJL080C,27580715
YLR390W,YPL149W,11283351
YBR060C,YNL261W,17880717
YJL033W,YOL041C,11805826
YAR033W,YNL016W,32857852
YOL139C,YOR276W,29712996
YJL203W,YMR240C,11805826
YDL192W,YDL192W,18689681
YGR218W,YJL176C,26673895
YGR120C,YNL051W,18086915
YDR356W,YHR172W,11950928
YPL093W,YPR169W,23874617
YDR247W,YFR028C,20489023
YKL206C,YLR199C,22930756
YBR127C,YLR350W,22940862
YDL229W,YHR186C,11805837
YKL130C,YMR314W,11283351
YDR450W,YLR029C,31062022
YNL016W,YOR274W,32857852
YMR193W,YNL284C,11805826
YDL229W,YLR209C,19536198
YOR369C,YPL146C,31062022
YJL164C,YOR054C,16319894
YFR004W,YPL061W,20170199
YDR200C,YFR008W,12588993
YGR210C,YNL209W,19536198
YBL004W,YGR090W,12150911
YAR019C,YOR267C,16319894
YIL132C,YLR376C,22749910
YDR189W,YOR075W,11879635
YJL062W,YPL076W,16093310
YMR128W,YOR294W,29263326
YLR172C,YOR159C,11283351
YDL075W,YER165W,31062022
YCL037C,YJL033W,16429126
YLR259C,YML124C,16429126
YDR365C,YOL121C,31062022
YGR090W,YPL126W,16429126
YJR010W,YJR010W,22615397
YBR191W,YPL240C,25452130
YIL022W,YJR045C,8530381
YJL063C,YJR045C,25792736
YDL134C,YMR028W,15447631
YFL039C,YFL039C,18258262
YHR066W,YOR206W,26642313
YDL229W,YOR033C,19536198
YEL030W,YER070W,19536198
YBL058W,YOR342C,16554755
YBL007C,YDR388W,11489916
YFL005W,YPR028W,11278413
YIL109C,YPL031C,16319894
YDR293C,YPL004C,18467557
YDL229W,YLR288C,19536198
YHR007C,YMR202W,16300994
YDL075W,YOL121C,31062022
YGL120C,YLR424W,11805826
YGR209C,YLR441C,31062022
YHR027C,YNL055C,16429126
YIL030C,YPL222W,16606443
YDL102W,YJR006W,20813592
YOR368W,YPL022W,16137930
YNL064C,YNL229C,18400756
YKL101W,YKL101W,14527412
YER017C,YGR132C,15525670
YML031W,YPR113W,18467557
YDR310C,YNL261W,11313477
YKR088C,YPL120W,23904270
YBR010W,YOR244W,27535225
YEL042W,YLR250W,11283351
YGR240C,YOR197W,30675380
YER120W,YER149C,25547157
YBL072C,YBR198C,31062022
YGL123W,YOR117W,31062022
YLR441C,YNR053C,31062022
YBR055C,YDL064W,10688190
YDR510W,YPL020C,25833950
YJR040W,YKR095W,24152732
YER125W,YGL087C,11805837
YCL010C,YJR074W,30249596
YPL070W,YPR152C,21386897
YJL200C,YJL200C,22940862
YIL031W,YOR086C,23712011
YOR027W,YPL240C,24726918
YBR009C,YBR010W,27601672
YDL145C,YKL108W,11805837
YHL043W,YMR022W,14690591
YBR031W,YLR438C,19740761
YDR227W,YDR227W,21822217
YER068W,YOR362C,21321079
YMR116C,YNL037C,31062022
YPR199C,YPR199C,22875988
YJR062C,YOR119C,30011030
YJR125C,YOR111W,11283351
YBR082C,YJL210W,24034674
YDL161W,YOR111W,11283351
YGL166W,YKR011C,10688190
YBR079C,YPL001W,11805826
YDR190C,YGL091C,26831523
YHR199C,YPL106C,19536198
YNL007C,YPR159W,33326013
YDL140C,YER022W,16885025
YDL014W,YFL002C,21825077
YGR214W,YNL297C,16429126
YJL122W,YOR369C,31062022
YAL053W,YLR342W,11805826
YLR441C,YOR196C,31062022
YDR013W,YDR489W,10688190
YBR118W,YML031W,18046405
YAL005C,YGR055W,22940862
YGL190C,YNL157W,23861665
YCR031C,YDL007W,31062022
YKL182W,YOL040C,31062022
YGL219C,YOL009C,21825164
YOR106W,YOR106W,10725336
YIR002C,YKR031C,22875988
YAL047C,YER103W,22875988
YDL212W,YLR208W,10564255
YDR322C,YEL003W,19536198
YLR248W,YMR178W,21460040
YBL078C,YKL103C,24705553
YAL005C,YNL039W,19536198
YNL306W,YOR354C,32877643
YIL142W,YOR136W,11805837
YBR160W,YPR119W,24714560
YGL120C,YLR293C,34646016
YBR173C,YFR050C,25812915
YAL005C,YOL076W,19536198
YPL048W,YPL240C,15879519
YLR429W,YLR429W,22875988
YLL024C,YOL004W,19536198
YER025W,YNR054C,16554755
YBR170C,YGR048W,16554755
YER110C,YHR200W,18757749
YAL005C,YDL108W,19536198
YBR127C,YPL254W,27647735
YCL059C,YGR192C,29263326
YDL223C,YJL095W,16319894
YDR123C,YGL112C,28994223
YDR320C,YIL097W,19536198
YER126C,YFR001W,25877921
YBR017C,YDL229W,19536198
YDL160C,YLL026W,26392412
YGL184C,YNL124W,14690591
YBL022C,YGR098C,25822502
YJL179W,YPR116W,19536198
YBR245C,YIR010W,21107429
YPL106C,YPL240C,15879519
YDL140C,YER022W,9660974
YGR002C,YHR090C,16554755
YDR227W,YGR089W,22875988
YAR027W,YIL004C,16093310
YOR340C,YPR010C,24153184
YGR210C,YNL209W,23332755
YDR097C,YMR190C,26680658
YDL232W,YOR085W,29301962
YBL078C,YGL156W,32453403
YBL099W,YGR123C,11805837
YDR363W,YOR259C,16554755
YLL024C,YLR033W,19536198
YLL039C,YNL329C,30097517
YHR066W,YMR229C,23209026
YCR035C,YDL148C,31662437
YBL007C,YFR024C,12388763
YFR046C,YKR037C,27524485
YGR159C,YNL002C,23945946
YDL097C,YDR212W,19536198
YKL049C,YOL054W,25128498
YCR066W,YDR510W,23034805
YBL026W,YHL015W,31062022
YDR073W,YLR008C,14690591
YHR088W,YPR190C,28096404
YGR085C,YHR027C,18757749
YDL159W,YDR356W,20489023
YGR040W,YHR084W,9744865
YLR096W,YNL161W,20489023
YBR169C,YOR335C,19536198
YKL156W,YKR001C,31062022
YAL016W,YMR105C,18467557
YMR116C,YNL306W,31062022
YOR272W,YPL198W,16429126
YER118C,YMR109W,11743162
YDR335W,YLR335W,10678175
YHR064C,YIL065C,30033679
YER006W,YJL122W,23142978
YNL046W,YPL106C,19536198
YER177W,YMR055C,11805837
YAL005C,YPL066W,19536198
YBR009C,YLR399C,34056863
YIL007C,YOR117W,21878651
YLR060W,YOR355W,16554755
YGR150C,YHR186C,22875988
YDR450W,YER151C,20508643
YDL105W,YOL034W,31801080
YHR086W,YMR128W,21558325
YKL073W,YLR442C,19536198
YGL180W,YLR314C,22875988
YKL118W,YLL024C,19536198
YLR064W,YMR123W,16554755
YER110C,YLR233C,26365526
YJR042W,YKL068W,12543930
YGR154C,YHR064C,19536198
YEL037C,YGL048C,11805826
YOR128C,YPL106C,19536198
YHR203C,YJL080C,27580715
YER022W,YKL143W,11283351
YBR127C,YBR217W,11805837
YMR022W,YPL188W,14690591
YBR017C,YFR053C,11805837
YDR174W,YJL190C,31062022
YMR255W,YOR046C,16554755
YGR218W,YOL149W,11283351
YDR514C,YOL127W,31062022
YNL225C,YOL091W,11742972
YMR049C,YOR063W,16429126
YDR099W,YER177W,20826334
YER091C,YLR369W,19536198
YBR247C,YGR081C,22615397
YBR081C,YMR236W,12446794
YKR055W,YMR186W,11805837
YJL013C,YNL236W,10688190
YMR229C,YPL012W,23209026
YDR359C,YML094W,19536198
YGL171W,YJL190C,31062022
YGR091W,YJR022W,10747033
YKR054C,YLR166C,22875988
YFR019W,YNL007C,19536198
YGL130W,YGL207W,16429126
YDL059C,YEL030W,11805837
YBR055C,YPR182W,16554755
YBR230C,YLL024C,22940862
YDL003W,YIL026C,14614819
YDR190C,YGL150C,26306040
YAL005C,YNL257C,22940862
YGR234W,YKL085W,31548421
YGR253C,YOR148C,16554755
YLR291C,YNL229C,18719252
YER151C,YJL109C,20508643
YDR335W,YOR098C,10678175
YDR404C,YGL130W,20720002
YJL162C,YNL064C,19536198
YDL063C,YPR102C,23118189
YIL103W,YPL106C,19536198
YDL126C,YOR096W,31062022
YDL091C,YLL024C,22940862
YBL016W,YJL076W,20489023
YDR226W,YJL019W,30417519
YDL077C,YGL129C,25026036
YAR007C,YFL014W,16554755
YDL175C,YOL127W,31062022
YBR081C,YML114C,12052880
YGR209C,YNL178W,31062022
YGR020C,YHR039C,11805826
YER012W,YOR117W,15242647
YMR077C,YPL002C,15086794
YNL229C,YNL229C,19258323
YDR229W,YPL106C,22875988
YBR274W,YDL229W,19536198
YBL085W,YPL055C,19106085
YGR048W,YLL039C,28525741
YBL099W,YNL118C,24569876
YGR246C,YJL011C,10611227
YGL111W,YKR063C,23175604
YHL001W,YLR065C,27905431
YDL229W,YGR075C,19536198
YDL192W,YFR004W,18757749
YKL060C,YKL188C,23831759
YIL021W,YMR033W,34543624
YAL040C,YLR096W,21118957
YHR137W,YLR293C,34646016
YAL005C,YDR433W,19536198
YPL004C,YPL081W,31062022
YKL002W,YNL265C,31273031
YER012W,YOL038W,19446322
YDR054C,YLL026W,27373154
YKL073W,YOR001W,28539363
YAL005C,YDR233C,19536198
YGR128C,YOL121C,31062022
YDR243C,YLR117C,12509417
YHR030C,YPR119W,31564614
YDL145C,YJL187C,11805837
YGR159C,YNL209W,19536198
YDR251W,YMR116C,31062022
YJL190C,YJR123W,31062022
YGR059W,YPL020C,22875988
YER087C,YGL022W,15831493
YER022W,YOL005C,16885025
YDR054C,YDR054C,14747994
YBR010W,YFR013W,22922743
YBR009C,YMR270C,32253346
YCR077C,YNL147W,11805826
YDR369C,YGL175C,25762720
YKL011C,YPL106C,19536198
YLR008C,YNR017W,32130909
YDL156W,YMR231W,25817432
YDL229W,YEL023C,19536198
YML065W,YPL001W,20595233
YBL023C,YDL171C,11805826
YGR040W,YOR003W,16319894
YCL059C,YDR418W,29263326
YDL229W,YDR510W,23403034
YBL003C,YDR225W,22199229
YDL229W,YOR036W,19536198
YGR136W,YGR136W,31454312
YNR035C,YOR181W,29386393
YIL149C,YNL064C,24500206
YGR103W,YPL146C,22875988
YDR420W,YHR154W,16569515
YDL077C,YGR296W,25026036
YBR117C,YIL061C,9207794
YER086W,YOR160W,18719252
YNL284C,YNR022C,32877643
YLR233C,YLR233C,26365526
YCL059C,YER112W,29263326
YDL111C,YOL021C,14759368
YKL059C,YPR107C,16429126
YGL157W,YJR091C,11283351
YAR002W,YER110C,16429126
YFL038C,YGR172C,12657649
YDR399W,YDR399W,18719252
YHR023W,YMR077C,22875988
YDL185W,YJR033C,11283612
YGR103W,YNL209W,19536198
YAL005C,YCL014W,19536198
YBR009C,YBR095C,22199229
YIL144W,YIR010W,14565975
YDR148C,YIL125W,16429126
YLR093C,YNL084C,22875988
YGL048C,YJL157C,11805837
YGL019W,YOR039W,11805826
YBR270C,YLR117C,10688190
YJR074W,YOR310C,30249596
YLR344W,YLR449W,31062022
YER155C,YLR342W,16429126
YOR361C,YPL237W,21745818
YFL008W,YNL153C,19536198
YGL019W,YIL035C,14759368
YGR030C,YNL221C,11880623
YFR008W,YMR052W,23625923
YBL024W,YNR051C,20508643
YER063W,YPL106C,19536198
YHR061C,YLR229C,11489916
YOL121C,YOR046C,31062022
YDR404C,YJL140W,25315781
YBR247C,YOR078W,29925570
YKL062W,YPL240C,26217697
YLR441C,YPL043W,31062022
YDR240C,YLR298C,16429126
YDR320C,YMR229C,19536198
YGL236C,YMR023C,9774408
YJR091C,YKL224C,11283351
YDR216W,YER095W,20489023
YBR194W,YDL229W,19536198
YBR118W,YKL009W,16554755
YCR031C,YGR274C,31062022
YER151C,YNL069C,20508643
YLL024C,YOR078W,19536198
YBL072C,YDR385W,31062022
YDL132W,YLR128W,10688190
YOR276W,YPL217C,29775579
YDL179W,YPL031C,14681455
YDR092W,YLR032W,16224103
YGR162W,YHR010W,26777405
YAL024C,YHL021C,14660704
YER154W,YNL209W,23332755
YBL016W,YER082C,16319894
YDL229W,YOR359W,19536198
YDR132C,YDR228C,14690591
YBL030C,YOR369C,31062022
YDL229W,YKL113C,19536198
YIR006C,YOL101C,9531549
YGL156W,YPR110C,16429126
YBL022C,YHR064C,19536198
YDR279W,YLR154C,16554755
YER006W,YIL035C,11805837
YDR171W,YOR217W,19536198
YFR028C,YKL103C,29738528
YLR320W,YNR036C,26849847
YHR012W,YOL145C,11283351
YDL077C,YGR237C,25026036
YMR316W,YPL106C,19536198
YGR136W,YML069W,19841731
YDL108W,YDR460W,17956857
YKL210W,YOR184W,11805837
YJL109C,YPR137W,29263326
YBR273C,YNL209W,23332755
YJR074W,YOR369C,30249596
YGL137W,YKR046C,11805837
YBL023C,YJL106W,29388912
YER006W,YKR081C,21926967
YBR251W,YEL030W,19536198
YDL077C,YNL236W,25026036
YDR440W,YOR294W,16554755
YIL079C,YPL081W,31062022
YER082C,YJR089W,18794331
YFR046C,YML085C,22561345
YBR200W,YLR229C,11113154
YDL209C,YPL151C,11884590
YGL180W,YPR185W,29540529
YDR228C,YMR061W,15565157
YIL142W,YIR010W,21107429
YDR176W,YKL179C,22875988
YMR290C,YNL110C,17922018
YER151C,YML109W,14690591
YGL076C,YNL209W,19536198
YIL095W,YLR196W,20489023
YGR116W,YOR061W,16429126
YAL043C,YLR358C,16554755
YDR436W,YOR054C,20489023
YBR198C,YDL140C,21734642
YDR531W,YPL240C,19536198
YHR187W,YKL110C,11929532
YJR045C,YML024W,25792736
YNL278W,YOR119C,30011030
YBL072C,YIL133C,31062022
YDR388W,YHR183W,11805837
YDL040C,YKL156W,31062022
YAL005C,YGR019W,19536198
YDR091C,YLL045C,16429126
YBL007C,YBR250W,19841731
YDR113C,YGR098C,32402080
YHR172W,YKR034W,17634282
YER133W,YGR214W,31062022
YHL007C,YPL153C,20020052
YDL145C,YGR233C,16554755
YGR208W,YPL020C,23403034
YHL015W,YNL248C,31062022
YBL072C,YHR085W,31062022
YDL203C,YHR064C,19536198
YBR009C,YGR178C,25073155
YHR005C,YOR212W,19445518
YBR254C,YLR342W,11805826
YHL029C,YNL209W,19536198
YDL229W,YKL195W,19536198
YBR160W,YLR319C,24019491
YDR101C,YPL169C,19797079
YLR315W,YPL018W,22875988
YDR101C,YPR016C,20100801
YJL176C,YLL024C,19536198
YDL156W,YPL139C,22199229
YGR092W,YLL008W,16319894
YFR028C,YJR053W,22454527
YBR288C,YPL195W,22940862
YBL103C,YFR021W,11536337
YLR314C,YPL055C,22875988
YBL023C,YPR019W,24307213
YJR091C,YLL042C,11283351
YBR105C,YNL212W,29040005
YBR009C,YNL252C,22199229
YDL071C,YEL068C,10688190
YIL075C,YOL040C,31062022
YBR160W,YPL093W,24374311
YLR103C,YOR080W,31509741
YAL005C,YDL229W,19536198
YBR081C,YDL132W,21734642
YDL143W,YOL065C,19536198
YIR010W,YOL069W,27156448
YLR265C,YOR005C,17567543
YIL142W,YJL109C,29263326
YGR095C,YNL232W,16554755
YBL044W,YJL159W,11283351
YBL022C,YML029W,11805837
YMR229C,YMR290C,22319211
YKL116C,YLL024C,19536198
YDL030W,YHR165C,16429126
YBR097W,YBR128C,19445518
YIL121W,YLR413W,18467557
YGL112C,YLL026W,27373154
YJL008C,YPR111W,11805837
YBR160W,YJL179W,19536198
YER007C,YOR001W,28539363
YDR462W,YGL129C,32877643
YOR275C,YPL031C,16319894
YAL005C,YCL067C,19536198
YFR004W,YGL076C,20170199
YBR211C,YLR457C,22875988
YBR191W,YPL146C,29176610
YJL127C,YPL235W,25228766
YBR009C,YDR155C,11805826
YDL229W,YER139C,19536198
YBL032W,YGL245W,16554755
YGL111W,YPL131W,18559667
YMR146C,YNL209W,19536198
YER012W,YGR253C,15242647
YHR099W,YJR060W,22308403
YNL153C,YOL045W,19536198
YJL048C,YKL213C,14755638
YDL087C,YDR432W,34349264
YOR080W,YPR135W,31509741
YGR074W,YLR233C,26365526
YPL003W,YPR066W,14681455
YGR270W,YLR293C,34646016
YDL190C,YFL044C,16427015
YDR297W,YJL196C,16093310
YJL090C,YNL312W,28467467
YAL005C,YLR096W,19536198
YIR005W,YOR319W,16314500
YBR234C,YOR269W,16554755
YBL041W,YNL209W,23332755
YCR031C,YPL217C,31062022
YDL208W,YOR308C,11805826
YOR243C,YOR369C,31062022
YKR048C,YMR186W,18086883
YDL140C,YEL060C,33226341
YLR362W,YMR232W,15020407
YHL009C,YHR135C,16319894
YFR024C,YOR042W,16554755
YDR359C,YNL209W,19536198
YBL079W,YPL169C,17922018
YNL330C,YPL153C,23979600
YML019W,YOR085W,12805367
YDL083C,YHR200W,17499717
YDR498C,YOR075W,21482823
YIL019W,YPR144C,16762320
YBL026W,YML024W,31062022
YMR223W,YPL047W,21734642
YBR034C,YNL019C,14690591
YER172C,YPR182W,25670679
YJL041W,YLL024C,19536198
YBR106W,YHR190W,27905431
YMR106C,YMR284W,20826334
YHR023W,YPR149W,26921299
YKR022C,YLR117C,16357217
YML049C,YNL016W,32857852
YFR033C,YNL131W,30463002
YBR290W,YPL240C,15879519
YLR075W,YOL040C,31062022
YFL023W,YOR210W,23459708
YJR121W,YKL016C,9867807
YNL124W,YPR040W,14690591
YLR208W,YMR304W,33226341
YJL222W,YPL240C,19536198
YIL137C,YML117W,27580715
YGL207W,YML069W,22177115
YOR194C,YPR168W,27688401
YKL168C,YNR033W,21460040
YDR388W,YLR441C,31062022
YGL123W,YOR369C,31062022
YJL053W,YMR179W,25228766
YFL039C,YNL079C,2643110
YLR044C,YPL203W,11805837
YDL105W,YOL133W,14690591
YDR457W,YMR049C,27552055
YNL023C,YOR293W,31062022
YBR181C,YHR196W,31062022
YGR134W,YJR011C,18719252
YCL029C,YPL180W,28972103
YFR004W,YLR134W,16284124
YDL140C,YGR078C,19536198
YJL011C,YNL151C,16554755
YIL031W,YOR217W,23712011
YJL109C,YJR121W,29263326
YFL010C,YOL056W,16606443
YER045C,YNL091W,22875988
YGR238C,YJR112W,22875988
YBR105C,YMR242C,25172955
YAL016W,YGR161C,20489023
YDR211W,YJR090C,20489023
YDR064W,YGR118W,31062022
Q0080,YPL078C,14998992
YJR045C,YLR259C,25792736
YLR340W,YNL209W,23332755
YHR052W,YOR061W,20489023
YIL126W,YLR357W,31886770
YMR022W,YMR072W,14690591
YJR074W,YLR293C,9860978
YBR081C,YEL051W,21734642
YCR086W,YKR010C,18719252
YDR192C,YFR031C,11387327
YHR058C,YKL023W,11283351
YDR167W,YIR010W,21107429
YGR192C,YNL189W,11283351
YJL178C,YML001W,23904270
YHR023W,YOL069W,22875988
YBL023C,YGR048W,32804080
YKL002W,YKL041W,12194857
YDR450W,YPL093W,31062022
YAR014C,YCL031C,19841731
YDR064W,YPR102C,31062022
YGL048C,YIL007C,19446323
YER127W,YOR369C,31062022
YBR289W,YMR033W,17496903
YBL003C,YGR250C,16554755
YMR127C,YOR213C,15788653
YBR003W,YDL229W,19536198
YKR054C,YOR269W,28886386
YDR212W,YPL240C,19536198
YLL024C,YOR184W,19536198
YLR457C,YOR344C,22875988
YBR088C,YBR088C,17308348
YPL016W,YPL081W,31062022
YDL140C,YLL026W,33226341
YOL040C,YPL012W,31062022
YBR038W,YHR023W,26891268
YDR054C,YOL133W,9346238
YDL077C,YHR013C,25026036
YDR326C,YLR399C,22875988
YJR056C,YNL154C,16319894
YDR150W,YOR069W,22875988
YBR160W,YDL155W,21658602
YBR289W,YJL176C,17496903
YBL072C,YHR013C,31062022
YLL024C,YOR120W,19536198
YNL007C,YOR351C,19536198
YBR031W,YML013W,22940862
YLR016C,YNL189W,11805837
YDR190C,YGL151W,26831523
YDL087C,YKL012W,11805826
YBR245C,YLR357W,16429126
YHR077C,YNR023W,9032286
YML115C,YPL050C,24026536
YDL140C,YLL045C,33226341
YEL013W,YKR007W,18467557
YHR121W,YOL127W,31062022
YER143W,YGL044C,11283351
YBL052C,YJR082C,25473596
YDL106C,YNL209W,23332755
YNL154C,YPR032W,16319894
YGL141W,YHR200W,17190603
YKR017C,YPL153C,22570702
YDL229W,YHR034C,19536198
YBR010W,YMR146C,22199229
YBL074C,YGR074W,16554755
YHR159W,YHR159W,22875988
YIL061C,YML016C,9207794
YAL002W,YLR148W,23840658
YHL001W,YNL209W,23332755
YIL094C,YMR186W,31399574
YDR468C,YOL018C,15799968
YNL061W,YPL043W,11805826
YDR412W,YOR234C,20005841
YDR307W,YJL196C,16093310
YDR308C,YPR168W,16758199
YBR143C,YDR091C,22143755
YDR140W,YNL002C,33166396
YNL229C,YPL204W,20489023
YDR348C,YMR116C,31062022
YAL005C,YJR141W,19536198
YCL050C,YNR051C,20508643
YOL086C,YPL042C,17892321
YDR394W,YER179W,11805837
YAL005C,YML065W,19536198
YLR180W,YPR152C,21386897
YCR077C,YDR064W,23847025
YAL038W,YOL081W,20160012
YBL004W,YLR409C,21724601
YEL009C,YNL084C,22875988
YFL033C,YOR162C,16319894
YDL140C,YMR277W,25416796
YMR309C,YPR041W,11805826
YGR083C,YLR291C,23263984
YER025W,YJR007W,16554755
YOR119C,YOR198C,21460040
YJR032W,YPL240C,11604493
YCR093W,YDR145W,12052880
YBR231C,YPL106C,19536198
YGR086C,YIL002C,25057013
YKL203C,YKL203C,28739659
YHR027C,YOR259C,10873636
YGR252W,YJL034W,21734642
YKL214C,YLR344W,31062022
YJL189W,YKR081C,21926967
YHL033C,YML024W,31062022
YCR031C,YOR326W,31062022
YPL155C,YPL155C,11087867
YLR187W,YNL007C,19536198
YHL004W,YMR153W,11283351
YDL144C,YDL144C,18719252
YHR188C,YLR088W,28374821
YER012W,YPR103W,8628401
YDR448W,YHR099W,15657442
YDR369C,YDR510W,23122649
YDR172W,YGR072W,11179232
YDL126C,YGR048W,21148305
YBL075C,YDR477W,19536198
YMR229C,YPL131W,16429126
YJR042W,YKL057C,25745173
YIL133C,YLR175W,16429126
YKL079W,YLR309C,22875988
YDR405W,YOR065W,32877643
YKR014C,YNL093W,22157956
YDR255C,YLR199C,16554755
YDR450W,YLR312W,31062022
YDL229W,YDR510W,19536198
YBL078C,YNR007C,17986448
YLR417W,YPL002C,16554755
YDR206W,YER029C,21558325
YMR125W,YNR011C,20089683
YFR028C,YNL064C,19536198
YMR216C,YMR304W,16319894
YHR165C,YLR424W,14690591
YDR190C,YGL039W,26831523
YBR009C,YOR210W,22199229
YAL005C,YKL101W,19536198
YHR135C,YKR022C,16319894
YDL229W,YHR161C,19536198
YML074C,YPL240C,19536198
YDR259C,YNR052C,11283351
YJR136C,YPL106C,19536198
YHR114W,YKL157W,11283351
YBR156C,YGR140W,16923829
YHR098C,YPR181C,18719252
YKL180W,YNL007C,33326013
YAL027W,YPL022W,25263559
YGR214W,YMR212C,31062022
YDR450W,YFL002C,21825077
YER031C,YER136W,22940862
YAL005C,YDL020C,19536198
YDR377W,YLR393W,29093463
YDL147W,YDR363W,15610744
YIR010W,YLR044C,21107429
YDL047W,YKR028W,16554755
YCR031C,YOR374W,31062022
YOR267C,YOR276W,29775579
YGR103W,YOL077C,11583614
YDR404C,YJL140W,15913559
YJL069C,YOR078W,16429126
YEL026W,YPL193W,24234454
YML051W,YPL248C,10523671
YCR012W,YDL145C,11805826
YGR285C,YHR090C,19536198
YDR174W,YPL081W,31062022
YFR008W,YOL135C,11283351
YBR009C,YBR245C,19273607
YDL043C,YKL012W,34349264
YLR320W,YNR053C,26849847
YDR266C,YMR116C,28982715
YFL005W,YOR070C,9452439
YDR483W,YLR166C,16624861
YIL117C,YKL092C,10688190
YDR145W,YFR031C,21734642
YDR324C,YMR093W,12150911
YGR274C,YPL011C,11585915
YLR293C,YLR347C,25838545
YBL075C,YOR281C,19536198
YGR167W,YNL243W,12181333
YER091C,YHL007C,11805837
YLR385C,YLR424W,18719252
YDL051W,YDR457W,27552055
YJL109C,YKL145W,29263326
YDL101C,YDR155C,11805837
YJR053W,YMR055C,18667533
YBR122C,YHL015W,31062022
YBL050W,YDL133W,10688190
YFL037W,YOR244W,23572591
YDR311W,YLR432W,16429126
YAR002W,YNL189W,16429126
YGL097W,YLR293C,16554755
YOL051W,YPR025C,17919657
YBR274W,YIL084C,10688190
YBR179C,YBR179C,21385840
YDR320C,YLR309C,19536198
YJL176C,YKL054C,29180430
YAL016W,YGR161C,16429126
YJL090C,YLR259C,11805837
YKR081C,YMR194W,21926967
YBL002W,YCR093W,22199229
YGR254W,YNR031C,11805837
YMR036C,YNL261W,17825065
YAL032C,YNL246W,12554883
YHR069C,YNR024W,28877463
YOR351C,YOR351C,28986445
YDR328C,YMR094W,11805837
YHR179W,YLL060C,16554755
YDR477W,YGL115W,8327501
YDL229W,YLR087C,19536198
YDR356W,YLR006C,20489023
YHR172W,YIL149C,16027220
YGR070W,YNL007C,19536198
YBR162C,YBR192W,11283351
YBL006C,YLR321C,21701592
YKL145W,YMR001C,19013276
YJL034W,YNL061W,22875988
YCL059C,YGR145W,29263326
YDR477W,YPL131W,26309257
YDL087C,YIL061C,34349264
YDR296W,YNL016W,32857852
YHR061C,YHR107C,10688190
YBL058W,YBL075C,19536198
YDR507C,YOR096W,31062022
YHR064C,YJR041C,19536198
YOR069W,YOR132W,16554755
YLR116W,YMR216C,20489023
YHR052W,YHR197W,19737519
YDL229W,YMR074C,19536198
YEL043W,YJL168C,22875988
YHR082C,YNL293W,16319894
YGR254W,YHR200W,17499717
YGL068W,YOL040C,31062022
YGL009C,YPL240C,19536198
YDR394W,YOR261C,11805837
YFL023W,YFL037W,23459708
YAL034W,YIR010W,14633972
YLR433C,YMR246W,20489023
YDR320C,YLR187W,19536198
YMR075W,YPR023C,16554755
YBR160W,YGR014W,14574415
YBL004W,YDR060W,11805826
YLR274W,YPR019W,26255844
YOR124C,YOR138C,16429126
YBL002W,YOL012C,19106085
YDR243C,YLR183C,11805826
YJR045C,YOR317W,25792736
YKR016W,YOR317W,21944719
YOL001W,YPL031C,7939631
YGL115W,YGL179C,11805837
YJR016C,YKR016W,21944719
YNL118C,YPL204W,11805837
YGL040C,YLR347C,11283351
YHR066W,YOR096W,31062022
YLR290C,YOR125C,25631044
YDR101C,YJL109C,29263326
YER012W,YMR314W,28322792
YCL059C,YGR145W,16429126
YML064C,YPL082C,33481703
YGL120C,YOL077C,16227579
YDR359C,YOR244W,18408732
YBR103W,YNL189W,11805837
YGR086C,YKL142W,18719252
YCL063W,YHR115C,24636257
YDL229W,YIL156W,19536198
YDR450W,YNL007C,31062022
YCL061C,YDL077C,25026036
YBR194W,YER172C,21386897
YMR284W,YPL240C,11805837
YGL116W,YLR259C,11805837
YER172C,YNL147W,10449419
YDR510W,YOL109W,15590687
YDR016C,YGR113W,20730753
YER136W,YFL038C,18467557
YNL209W,YPL128C,23332755
YJL159W,YML085C,16554755
YKL022C,YOR249C,16275330
YBR160W,YHR099W,24374311
YER006W,YPL146C,11583615
YHL011C,YOR090C,11805837
YBL035C,YOR217W,16429126
YDR393W,YMR235C,22875988
YBL058W,YOR098C,10688190
YBR218C,YLR383W,33301732
YLR337C,YMR032W,15941409
YGL093W,YIR010W,22561345
YDR086C,YGR175C,16093310
YAL038W,YMR186W,19536198
YDL077C,YNL308C,25026036
YNL110C,YOL041C,17922018
Q0045,YOR257W,30251372
YHR200W,YLR027C,18757749
YJL115W,YJR140C,24824343
YDR510W,YIL031W,29903909
YGL061C,YGR040W,16319894
YBR126C,YOR369C,31062022
YPR025C,YPR190C,28096404
YKL082C,YOL041C,17804645
YHR186C,YMR054W,22875988
YIL139C,YIL139C,34174285
YIL139C,YPL167C,8658138
YGR181W,YNR017W,12221072
YFL002C,YPL093W,12808088
YER131W,YER146W,10900456
YMR237W,YOR299W,16498409
YBL078C,YHR171W,18719252
YKL214C,YPR154W,19841731
YDR054C,YLR079W,9334303
YDR363W,YPL031C,16319894
YJL050W,YPL093W,26317469
YGL171W,YPR144C,29361028
YIL132C,YLL024C,19536198
YDR432W,YOR204W,14769921
YLR396C,YPL045W,18385512
YKL024C,YNL209W,23332755
YLR109W,YLR320W,26849847
YLL052C,YMR094W,10688190
YML095C,YPL022W,16554755
YBR167C,YHR062C,17881380
YBR160W,YHR082C,24019491
YDR171W,YLR006C,19536198
YHR135C,YLR183C,16319894
YAL047C,YJL019W,22875988
YML069W,YML102W,26804921
